age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,1,1,1,0,897,1,0,2,20,8,26,2,-1,0,3,0
35,0,1,1,0,725,1,0,0,20,9,219,7,133,1,0,0
47,4,0,2,0,2515,0,0,2,20,6,40,3,-1,0,3,0
34,4,1,2,0,176,0,0,0,18,1,61,4,-1,0,3,0
30,7,2,2,0,3516,1,0,2,29,8,447,4,-1,0,3,0
61,4,1,1,0,967,0,0,0,20,1,180,1,-1,0,3,0
42,9,1,1,0,4945,1,0,0,2,7,311,2,-1,0,3,1
47,6,1,2,0,4543,1,0,2,14,8,162,1,-1,0,3,0
34,0,1,2,0,37,0,0,0,6,3,45,1,-1,0,3,0
48,9,1,1,0,17,1,1,0,17,9,81,1,-1,0,3,0
45,1,0,0,0,-311,1,0,2,23,8,1030,1,-1,0,3,1
47,10,1,0,0,168,1,0,1,30,4,66,1,241,1,1,0
36,4,1,2,0,860,1,0,2,20,8,294,15,-1,0,3,0
31,1,1,1,0,1354,1,1,0,17,9,222,2,-1,0,3,0
35,4,2,2,0,0,0,0,0,29,1,669,6,-1,0,3,0
36,7,1,1,0,42,1,0,2,8,8,102,4,-1,0,3,0
38,9,2,1,0,311,1,0,0,28,8,61,2,-1,0,3,0
49,0,1,1,0,3608,1,0,2,13,9,231,1,-1,0,3,1
46,7,1,1,0,2420,0,0,0,19,9,405,2,-1,0,3,0
58,3,1,0,0,5278,1,0,2,4,6,763,4,-1,0,3,0
37,10,2,2,1,0,1,0,0,10,5,108,1,-1,0,3,0
55,9,1,1,1,-308,0,0,0,2,3,781,1,-1,0,3,1
49,1,0,0,0,15,1,0,2,27,8,550,7,-1,0,3,0
25,9,2,1,0,2157,1,0,0,21,5,339,1,-1,0,3,0
34,4,1,2,0,573,0,0,0,10,1,122,1,-1,0,3,0
25,9,2,1,0,-80,1,1,2,3,6,89,1,-1,0,3,0
59,3,1,0,0,0,0,0,0,27,1,76,11,-1,0,3,0
59,6,1,2,0,3800,0,1,0,9,5,70,1,-1,0,3,0
31,0,1,1,0,236,1,1,1,4,8,211,3,-1,0,3,0
27,0,2,2,0,3672,1,0,0,15,8,157,2,351,5,0,0
52,5,2,1,0,316,0,0,0,12,8,463,3,-1,0,3,0
38,2,0,2,0,7929,0,0,0,8,5,182,3,-1,0,3,0
40,9,2,1,0,591,0,1,0,14,1,87,6,-1,0,3,0
25,1,2,1,0,-350,1,0,2,23,6,95,3,-1,0,3,0
32,0,2,1,0,2817,1,0,0,21,9,195,1,-1,0,3,0
33,4,2,0,0,4897,1,0,2,20,8,151,1,-1,0,3,0
32,4,1,1,0,350,1,0,2,28,8,110,2,-1,0,3,0
28,1,2,1,0,56,1,0,2,23,8,66,1,-1,0,3,0
36,1,1,1,0,4438,1,0,2,20,8,446,1,-1,0,3,1
49,1,1,0,0,371,1,0,0,31,5,18,44,-1,0,3,0
37,0,1,2,0,0,1,0,0,21,5,115,1,-1,0,3,0
54,1,1,1,0,1291,1,0,2,5,8,266,1,-1,0,3,0
32,4,1,2,0,71,1,0,0,21,5,221,8,-1,0,3,0
34,9,2,2,0,632,0,0,0,22,1,215,10,-1,0,3,0
53,5,1,1,0,665,1,0,0,22,0,371,2,-1,0,3,1
29,4,2,1,0,417,0,0,0,7,10,90,1,-1,0,3,0
32,10,2,1,0,0,0,0,0,27,8,123,2,-1,0,3,0
30,7,0,1,0,0,1,0,0,13,8,172,1,-1,0,3,0
34,9,2,1,0,174,0,0,1,11,8,259,4,-1,0,3,0
40,6,1,2,0,13669,0,0,0,15,10,138,1,136,8,1,0
58,4,1,1,0,139,0,0,0,27,8,188,1,161,2,1,0
32,7,2,1,0,406,1,0,2,6,8,227,1,-1,0,3,0
35,10,1,2,0,816,1,0,0,19,9,547,7,-1,0,3,0
34,1,2,1,0,1239,1,0,0,18,5,90,1,-1,0,3,0
53,9,0,1,0,320,0,0,0,9,5,175,1,-1,0,3,0
39,9,2,2,0,-41,0,1,0,25,1,40,15,-1,0,3,0
41,1,0,1,0,174,1,0,0,14,8,367,2,297,1,1,0
32,6,1,1,0,413,1,0,0,11,5,712,2,-1,0,3,0
36,9,2,1,0,9149,1,0,0,13,1,141,3,-1,0,3,0
41,1,1,1,0,-217,1,0,0,11,8,313,1,349,3,1,0
34,0,1,1,0,645,1,0,2,19,8,420,1,-1,0,3,0
39,11,2,1,0,914,0,0,2,5,6,20,1,-1,0,3,0
31,1,1,1,0,-498,1,0,0,21,5,357,1,-1,0,3,0
42,7,0,1,0,372,1,1,2,6,8,121,2,-1,0,3,0
32,9,1,3,0,14533,0,0,0,31,2,646,3,198,2,2,0
35,7,2,1,0,1063,1,1,0,16,0,327,1,-1,0,3,0
36,1,1,1,0,199,1,0,0,9,5,183,1,-1,0,3,0
32,6,1,1,0,217,1,1,0,15,5,317,5,-1,0,3,0
31,4,2,2,0,385,1,0,2,21,8,304,1,-1,0,3,0
49,7,2,1,0,133,0,0,2,11,6,319,6,-1,0,3,0
30,1,2,0,0,395,0,0,0,21,9,429,1,-1,0,3,0
49,4,0,2,0,1904,0,1,0,17,9,131,2,-1,0,3,0
69,5,1,0,0,279,0,0,1,12,1,26,1,-1,0,3,0
47,9,1,1,0,302,1,0,2,20,6,89,3,-1,0,3,0
34,0,1,2,0,2552,1,1,0,25,11,74,1,-1,0,3,0
44,9,2,1,0,244,1,0,0,12,1,1735,4,-1,0,3,1
43,9,1,1,0,7876,1,0,0,11,1,209,2,-1,0,3,0
43,4,0,2,0,388,1,0,2,8,8,2087,2,-1,0,3,1
36,4,1,2,0,0,1,0,2,27,8,145,2,-1,0,3,0
41,9,1,1,0,64,1,1,2,8,8,210,2,-1,0,3,0
25,7,2,1,0,368,0,0,1,25,5,168,1,-1,0,3,0
58,1,1,1,0,0,0,1,0,14,0,101,5,-1,0,3,0
36,4,1,2,0,1582,0,0,1,3,3,26,2,197,1,0,0
28,9,2,1,1,-298,1,0,2,3,6,559,7,-1,0,3,0
33,9,2,2,0,696,0,1,0,5,3,193,1,176,8,0,0
42,4,1,2,0,1205,0,0,1,8,11,376,2,-1,0,3,1
32,4,2,2,0,537,0,0,2,29,8,187,3,-1,0,3,0
57,4,1,2,0,1172,0,0,2,18,6,26,1,-1,0,3,0
57,4,1,0,0,1052,1,0,2,13,8,227,4,-1,0,3,0
25,1,1,1,0,-76,1,0,2,12,8,241,3,-1,0,3,0
55,10,1,2,0,383,0,0,2,6,8,343,3,-1,0,3,0
32,0,1,1,0,0,1,1,0,17,9,159,2,195,2,0,0
48,1,1,1,0,-202,1,1,0,30,5,225,4,-1,0,3,0
36,4,1,2,0,61,0,1,0,19,1,452,2,-1,0,3,0
40,10,1,1,0,0,1,0,0,19,9,332,1,183,1,0,0
46,4,2,2,0,2154,1,0,0,21,5,87,4,-1,0,3,0
42,4,1,1,0,-189,1,0,2,12,8,247,2,-1,0,3,0
41,0,1,2,0,1287,0,0,2,16,6,286,1,-1,0,3,0
46,10,0,0,0,23,0,0,0,21,9,344,1,-1,0,3,0
46,0,1,1,0,556,1,1,2,15,8,646,3,-1,0,3,1
41,4,1,2,0,666,1,0,2,21,8,253,3,-1,0,3,0
32,9,2,1,0,271,1,0,0,13,8,80,2,268,2,1,0
31,6,1,2,0,259,1,0,0,7,8,47,1,-1,0,3,0
57,10,1,0,0,0,0,0,2,9,6,540,1,-1,0,3,0
58,5,1,1,0,425,1,1,0,17,9,100,1,-1,0,3,0
45,2,1,1,0,68,1,0,2,7,8,254,1,-1,0,3,0
32,4,1,2,0,553,1,0,0,22,5,72,1,-1,0,3,0
48,7,1,0,1,-583,1,0,2,2,6,25,7,-1,0,3,0
58,5,1,1,0,764,0,0,0,12,1,219,4,-1,0,3,0
50,3,2,3,0,0,0,0,1,28,5,118,8,-1,0,3,0
57,7,1,2,0,10,0,0,1,8,5,320,3,-1,0,3,0
35,9,2,1,0,2,0,0,0,11,1,239,4,-1,0,3,0
34,1,0,3,0,172,0,0,0,15,6,177,1,-1,0,3,1
35,7,1,1,0,109,1,0,2,6,8,597,3,-1,0,3,0
27,0,2,1,0,3638,0,0,0,11,5,271,5,-1,0,3,0
33,1,1,1,0,-241,1,1,2,27,8,169,1,-1,0,3,0
58,5,1,0,0,565,0,0,1,7,5,876,1,-1,0,3,1
48,4,1,2,0,5057,0,1,0,19,9,37,1,-1,0,3,0
34,9,1,2,0,1539,1,0,0,15,6,441,1,56,1,1,1
32,0,2,1,0,678,1,0,0,4,3,1579,1,246,4,0,1
46,9,1,1,0,499,1,0,0,31,5,37,10,-1,0,3,0
47,0,1,1,0,3676,0,0,0,18,10,567,1,95,3,2,1
34,1,1,1,0,1897,1,1,0,19,9,441,1,-1,0,3,0
46,1,1,0,0,67,0,0,2,24,6,9,1,-1,0,3,0
58,7,1,0,0,65,0,0,2,27,6,162,1,-1,0,3,0
32,9,2,1,0,-28,0,1,2,4,5,400,1,-1,0,3,0
48,1,1,1,0,-19,0,1,2,4,5,270,1,-1,0,3,0
27,0,0,1,0,76,1,0,2,4,6,236,1,-1,0,3,0
38,4,2,2,0,8669,1,0,1,20,0,5,3,150,6,0,0
50,9,1,1,0,2497,1,0,0,21,9,35,1,176,1,0,0
37,4,0,1,0,1287,1,0,0,14,8,432,1,-1,0,3,0
56,0,1,1,0,45,0,0,2,5,8,1467,1,-1,0,3,1
52,9,1,1,0,196,1,1,0,24,3,116,1,273,3,0,0
42,1,1,1,0,230,1,0,2,5,6,175,7,-1,0,3,0
38,1,1,0,0,2569,0,0,2,9,6,172,1,-1,0,3,0
55,2,1,1,0,8104,0,0,0,6,3,213,2,-1,0,3,0
53,1,1,1,0,0,0,0,1,31,5,36,4,-1,0,3,0
35,0,1,2,0,0,1,0,0,28,5,151,7,-1,0,3,0
51,9,1,2,0,1315,0,0,1,5,6,303,2,-1,0,3,0
40,4,1,2,0,1734,1,0,2,2,6,169,1,-1,0,3,0
55,5,0,1,0,1580,0,1,2,19,6,1007,1,-1,0,3,1
31,0,2,1,0,-449,1,0,2,28,8,81,2,-1,0,3,0
50,6,1,2,0,4012,0,0,0,19,9,690,3,-1,0,3,0
27,0,1,1,0,897,0,0,0,5,6,397,1,-1,0,3,1
57,3,1,1,0,158,1,0,1,10,5,73,1,-1,0,3,0
44,9,2,1,0,7138,0,0,0,8,1,809,2,-1,0,3,1
31,6,1,1,0,33,0,0,0,6,1,165,4,-1,0,3,0
43,4,1,2,0,2886,0,0,0,20,9,230,1,-1,0,3,0
32,9,0,1,0,1097,1,0,2,12,8,298,2,-1,0,3,0
31,4,1,2,0,623,1,0,0,13,8,96,2,349,5,0,0
26,8,2,1,0,279,0,0,0,7,8,239,3,-1,0,3,0
45,9,1,3,0,473,1,0,2,27,8,147,1,-1,0,3,0
44,4,1,1,0,2984,1,0,2,15,8,770,2,-1,0,3,0
38,0,1,2,0,1988,0,0,0,27,7,164,2,130,2,0,1
31,7,2,1,0,2070,0,0,0,29,1,319,2,-1,0,3,0
40,9,1,1,0,-396,1,0,2,26,8,127,1,-1,0,3,0
52,9,2,2,0,1308,1,0,2,29,8,361,1,-1,0,3,0
44,4,1,2,0,3762,0,0,0,28,1,125,12,-1,0,3,0
41,4,1,0,0,5310,1,0,0,17,9,984,1,-1,0,3,1
32,4,2,2,0,3616,0,0,0,14,1,165,2,-1,0,3,0
50,7,2,0,0,148,1,0,2,7,8,198,2,-1,0,3,0
55,7,0,0,0,2923,1,0,2,15,8,104,2,-1,0,3,0
40,9,0,2,0,1871,1,0,0,17,9,64,1,-1,0,3,0
32,4,2,2,0,112,1,0,0,5,8,118,1,-1,0,3,0
27,0,2,2,0,73,0,0,0,29,4,242,1,-1,0,3,0
29,9,2,1,0,534,1,0,0,18,8,382,1,-1,0,3,0
36,7,2,1,0,1482,1,0,0,18,9,177,2,174,1,1,0
48,7,1,1,1,-20,0,0,0,20,1,142,2,-1,0,3,0
55,4,0,3,0,2,1,0,2,19,8,95,1,-1,0,3,0
26,6,1,2,0,479,1,0,0,9,3,133,3,-1,0,3,0
37,9,0,1,0,23,0,0,0,20,1,289,2,-1,0,3,0
27,1,2,1,0,3792,0,0,0,22,0,279,2,-1,0,3,1
36,1,1,0,0,398,1,0,2,12,6,278,1,-1,0,3,0
38,0,1,2,0,669,1,1,0,31,5,129,2,-1,0,3,0
35,0,1,1,0,147,1,1,0,29,4,41,1,184,7,0,0
26,8,2,1,0,203,0,0,0,16,9,104,1,196,1,0,0
36,1,2,2,0,1830,0,0,0,14,10,183,1,91,11,0,0
46,1,1,0,0,258,1,0,2,27,8,217,1,-1,0,3,0
57,7,0,1,0,4664,0,0,0,21,9,22,4,114,1,0,0
48,9,1,1,0,178,1,0,2,17,6,320,4,-1,0,3,0
53,5,1,2,0,-22,1,0,0,31,5,20,3,-1,0,3,0
50,4,1,2,0,4,0,0,0,17,9,223,1,96,2,0,0
33,1,1,1,0,625,1,0,2,28,8,410,1,-1,0,3,0
39,1,1,0,0,800,1,0,0,19,9,76,6,-1,0,3,0
35,4,2,2,0,71,1,0,2,21,8,836,12,-1,0,3,0
43,1,1,0,0,1211,1,0,2,6,8,208,3,-1,0,3,0
45,0,1,1,0,194,0,0,0,31,5,517,4,-1,0,3,0
36,9,2,1,0,1855,1,0,0,4,3,75,1,273,1,0,0
26,9,2,2,0,1216,1,0,0,16,0,472,2,-1,0,3,0
34,9,1,1,0,550,0,1,0,9,5,601,1,-1,0,3,0
38,10,1,0,0,1147,1,1,2,8,8,249,5,-1,0,3,0
37,10,1,3,0,4565,0,0,0,4,11,369,1,-1,0,3,0
53,0,0,1,0,26,1,0,0,7,8,56,1,359,1,0,0
40,4,2,3,0,838,1,0,2,12,8,619,3,-1,0,3,0
58,5,2,0,0,6570,0,0,0,21,5,106,3,-1,0,3,0
48,1,1,1,0,157,1,0,2,6,8,73,1,-1,0,3,0
38,9,1,2,0,45,0,0,0,22,5,125,4,-1,0,3,0
41,4,1,3,0,2457,1,0,2,9,8,285,1,-1,0,3,0
48,4,1,1,0,2294,1,0,2,26,8,251,11,-1,0,3,0
51,3,1,1,0,260,0,0,0,27,1,316,5,-1,0,3,0
43,6,1,1,0,104,0,0,2,17,6,332,1,-1,0,3,0
40,0,2,1,0,462,1,1,0,6,0,272,1,335,4,1,0
38,4,0,2,0,4425,1,0,2,30,8,162,1,-1,0,3,0
27,7,2,1,0,261,1,1,0,18,8,113,1,-1,0,3,0
34,0,2,2,0,18,1,1,0,30,0,359,1,-1,0,3,1
42,0,1,1,0,323,1,1,2,8,8,280,2,-1,0,3,0
55,7,1,3,0,1210,1,0,2,30,8,868,1,-1,0,3,0
47,7,1,1,0,440,1,0,2,12,6,91,1,-1,0,3,0
27,8,2,2,0,118,0,0,0,25,8,112,1,-1,0,3,0
35,9,1,1,0,2789,1,0,0,4,11,256,2,94,1,0,0
32,1,1,1,0,950,1,1,0,20,0,219,4,-1,0,3,0
39,0,0,1,0,83,1,0,0,30,5,69,6,-1,0,3,0
38,9,2,1,0,0,1,0,0,7,0,196,2,-1,0,3,0
32,9,2,2,0,2185,0,0,0,20,9,354,2,-1,0,3,0
49,2,1,0,0,563,0,0,2,19,6,84,1,-1,0,3,0
45,2,0,2,0,1273,1,1,2,11,6,197,3,-1,0,3,0
33,9,1,1,0,3470,0,0,0,11,1,285,2,-1,0,3,0
30,4,2,2,0,18,0,0,2,20,8,121,11,-1,0,3,0
47,11,1,3,0,677,0,0,0,7,1,384,1,99,4,2,0
57,4,1,2,0,3431,1,0,2,16,8,73,1,-1,0,3,0
28,1,1,1,0,225,1,1,2,7,8,866,2,-1,0,3,0
26,9,2,1,0,668,1,0,2,28,8,576,3,-1,0,3,1
47,1,1,0,0,556,1,0,0,4,3,147,2,264,4,1,0
32,0,2,1,0,739,1,0,0,20,9,91,3,-1,0,3,0
70,5,1,1,0,1164,0,0,1,14,8,338,3,185,2,0,0
41,1,1,0,0,2067,1,0,0,15,8,493,7,-1,0,3,0
26,7,2,1,0,0,0,0,0,29,5,165,23,-1,0,3,0
31,4,1,2,0,8312,0,0,0,29,1,43,13,-1,0,3,0
50,4,1,2,0,4374,1,0,0,21,9,163,2,113,3,0,0
54,9,1,1,0,-315,0,1,0,10,5,2029,1,-1,0,3,1
34,4,2,2,0,171,1,0,0,7,8,191,1,294,1,0,0
40,4,0,2,0,69,1,0,0,6,8,503,2,280,2,0,0
37,7,2,1,0,608,0,0,0,14,8,380,3,-1,0,3,0
43,0,1,1,0,132,0,0,0,19,1,574,1,84,3,2,1
33,1,1,0,0,50,1,0,0,7,8,246,2,-1,0,3,0
31,0,1,1,0,0,1,1,2,6,8,144,2,-1,0,3,0
31,9,2,2,0,1166,1,0,2,3,6,207,1,-1,0,3,0
34,2,1,1,0,4659,1,0,2,30,1,28,1,-1,0,3,0
50,4,1,2,0,1240,0,0,0,12,1,474,2,-1,0,3,0
43,9,1,1,0,764,1,0,0,14,5,557,5,-1,0,3,0
39,6,1,2,0,1047,0,0,2,6,6,554,1,-1,0,3,1
55,0,1,1,0,602,0,0,0,1,6,324,3,90,2,2,1
40,1,1,0,0,177,1,1,1,21,5,742,4,-1,0,3,0
20,8,2,1,0,1191,0,0,0,12,3,274,1,-1,0,3,0
51,9,1,1,0,143,1,0,2,16,8,627,1,-1,0,3,0
40,0,0,1,0,6,0,0,2,11,6,140,1,-1,0,3,0
54,1,1,1,0,0,0,0,1,16,0,1366,1,150,1,0,0
39,7,1,0,0,1601,1,0,2,23,8,201,2,-1,0,3,0
66,5,1,2,0,2262,0,0,0,22,0,155,1,-1,0,3,0
39,6,1,1,0,31,1,0,0,20,9,61,2,181,4,0,0
33,4,1,2,0,2098,0,0,0,20,9,67,1,-1,0,3,0
35,1,1,1,0,1949,1,0,2,2,6,200,3,-1,0,3,0
41,0,1,1,0,0,0,0,2,20,6,89,1,-1,0,3,0
57,6,1,2,1,-3313,1,1,2,9,8,153,1,-1,0,3,0
52,5,1,1,0,603,0,1,2,9,6,79,1,-1,0,3,0
50,4,1,2,0,19447,1,1,0,21,9,166,1,-1,0,3,0
58,5,0,0,0,2538,1,0,0,31,5,307,6,-1,0,3,0
80,5,1,1,0,8304,0,0,1,9,6,712,1,64,12,0,1
27,0,1,1,0,-247,1,1,2,4,6,344,2,-1,0,3,0
23,8,2,1,0,1021,0,0,1,19,6,79,9,-1,0,3,0
37,0,1,2,0,3913,1,0,0,27,0,124,1,-1,0,3,1
34,9,2,1,0,943,0,0,0,29,1,96,4,-1,0,3,0
60,5,0,2,0,2131,0,0,0,10,5,421,6,-1,0,3,0
33,1,0,0,0,636,1,0,0,9,5,211,11,-1,0,3,0
34,1,1,1,0,247,1,1,2,26,8,193,5,-1,0,3,0
45,4,1,2,0,-192,1,0,0,6,8,138,3,-1,0,3,0
34,6,1,2,0,1972,1,0,0,23,5,61,2,-1,0,3,0
63,5,0,1,0,1490,0,0,0,8,6,506,1,-1,0,3,1
31,1,1,1,0,0,0,1,1,15,5,275,2,-1,0,3,0
43,9,1,1,0,297,1,0,0,14,10,119,3,-1,0,3,0
35,9,2,2,0,7546,1,0,0,28,2,137,1,122,3,0,0
44,4,1,0,0,4758,1,0,0,22,5,712,6,-1,0,3,1
37,9,1,1,0,712,1,0,0,18,9,291,2,-1,0,3,0
34,2,0,2,0,262,0,0,0,20,9,371,1,-1,0,3,0
48,5,1,0,1,-285,0,1,0,19,9,157,1,-1,0,3,0
28,1,1,1,0,2788,1,0,2,6,6,369,2,-1,0,3,1
41,1,1,1,0,641,1,0,2,13,8,161,1,-1,0,3,0
38,2,1,2,0,170,1,0,0,18,8,442,1,-1,0,3,1
42,9,2,1,0,0,0,0,0,21,1,656,2,-1,0,3,0
40,7,2,1,0,1547,1,0,0,12,8,88,2,173,1,2,0
35,1,1,0,0,46,0,0,0,8,5,338,3,-1,0,3,0
57,5,1,0,0,2927,0,1,1,30,5,78,5,-1,0,3,0
47,6,1,1,1,2,0,0,0,5,3,236,2,-1,0,3,0
58,1,1,0,0,0,1,0,2,29,8,535,2,-1,0,3,0
48,9,1,1,0,568,1,0,0,2,11,378,2,386,1,2,1
30,1,2,1,0,315,0,0,0,23,6,1407,1,-1,0,3,1
57,0,1,1,0,-967,1,0,1,15,8,8,7,-1,0,3,0
34,8,2,3,0,1281,0,0,0,25,1,279,1,117,1,0,0
50,1,1,1,0,887,0,0,2,16,6,287,1,-1,0,3,0
33,4,1,1,0,4040,1,0,0,20,0,132,2,-1,0,3,0
26,4,2,1,0,565,1,0,2,6,6,582,11,-1,0,3,0
48,0,1,1,0,8,0,1,0,7,5,46,1,-1,0,3,0
29,0,2,1,0,428,1,1,0,7,8,54,1,345,2,0,0
53,1,1,0,0,3316,1,0,2,23,8,331,6,-1,0,3,0
34,9,2,1,0,179,0,0,0,19,1,294,3,-1,0,3,0
46,4,1,2,0,477,1,0,2,20,8,128,6,-1,0,3,0
38,3,0,1,0,70,0,0,0,27,10,255,3,148,1,2,1
75,5,0,0,0,852,0,0,0,15,7,341,1,-1,0,3,0
66,4,1,2,0,2169,0,0,0,7,5,282,1,-1,0,3,0
56,5,1,0,0,1906,0,1,2,19,6,45,9,-1,0,3,0
46,1,1,1,0,519,1,0,0,25,1,217,6,-1,0,3,0
41,10,1,0,0,819,0,0,0,9,3,244,3,-1,0,3,0
32,1,1,1,0,0,1,0,0,8,8,80,2,-1,0,3,0
57,3,1,2,0,3,0,0,0,4,1,142,2,-1,0,3,0
51,1,0,3,0,10287,1,0,2,29,8,117,1,-1,0,3,0
36,4,1,2,0,1477,0,0,0,7,1,71,2,-1,0,3,0
27,4,2,2,0,212,1,0,0,15,8,373,1,-1,0,3,0
38,1,1,1,0,1370,1,0,0,11,8,472,2,-1,0,3,0
71,5,1,1,0,2850,0,0,0,17,3,185,1,-1,0,3,1
41,4,1,2,0,176,1,1,2,5,8,42,1,-1,0,3,0
46,9,0,1,0,3455,1,0,2,14,8,566,2,-1,0,3,0
37,9,2,2,0,6101,0,0,0,4,8,60,5,87,1,2,0
50,4,1,2,0,0,0,0,0,9,5,243,5,-1,0,3,0
45,9,0,1,0,809,1,0,0,13,8,155,2,363,4,0,0
49,3,0,0,0,198,1,0,2,13,8,205,3,-1,0,3,0
51,4,1,2,0,2934,1,0,0,18,9,727,4,-1,0,3,0
42,3,1,0,0,83,0,1,0,7,1,184,1,-1,0,3,0
40,7,1,1,0,1325,0,0,2,11,6,150,2,-1,0,3,0
36,4,2,2,0,0,0,0,0,11,1,108,2,-1,0,3,0
31,7,1,2,0,309,1,1,2,7,8,294,1,-1,0,3,0
30,1,1,0,0,-518,1,1,2,28,8,244,6,-1,0,3,0
27,1,2,1,0,14,0,0,2,14,8,72,2,-1,0,3,0
32,9,2,1,0,309,1,1,0,16,0,346,1,234,3,0,0
54,6,0,0,0,4382,1,0,1,18,8,193,4,-1,0,3,0
22,8,2,3,0,549,0,0,0,2,11,154,1,-1,0,3,0
32,4,1,2,0,3107,1,1,0,25,5,310,1,-1,0,3,0
31,1,2,1,0,-219,1,0,2,30,8,66,2,-1,0,3,0
63,5,1,1,0,474,0,0,0,25,4,423,1,-1,0,3,1
32,4,2,2,0,473,1,0,0,11,8,72,2,361,1,1,0
36,4,1,1,0,-148,0,0,0,18,9,144,2,-1,0,3,0
37,1,1,0,0,403,1,0,0,8,8,318,2,338,1,2,0
36,1,1,1,0,1409,0,0,2,17,6,235,2,-1,0,3,0
50,1,1,0,0,3924,1,0,0,20,0,122,2,-1,0,3,0
34,6,2,2,0,462,0,0,0,21,1,1877,3,-1,0,3,1
26,10,1,2,0,454,1,1,2,23,8,28,18,-1,0,3,0
26,4,2,2,0,-8,0,0,0,13,1,402,2,-1,0,3,0
53,4,1,2,0,4446,1,0,2,14,8,429,1,-1,0,3,0
31,3,1,0,0,25,0,0,0,21,1,169,5,-1,0,3,0
33,4,2,2,0,23,0,0,0,20,1,216,3,-1,0,3,0
33,9,2,2,0,316,0,0,0,21,1,126,3,-1,0,3,0
50,4,1,2,0,-94,0,1,2,25,6,75,1,-1,0,3,0
48,4,1,0,0,3230,1,0,1,20,9,207,3,-1,0,3,0
55,5,1,1,0,159,0,0,0,28,1,159,1,-1,0,3,0
69,5,1,2,0,473,0,0,0,7,5,112,1,78,1,0,0
38,4,0,1,0,-17,0,0,0,21,9,11,4,-1,0,3,0
66,0,2,1,0,10177,0,0,0,5,8,272,4,-1,0,3,0
52,1,1,0,0,230,1,0,0,6,8,198,2,170,2,0,0
31,9,2,2,0,1214,0,0,0,3,3,39,1,-1,0,3,0
53,1,1,0,0,53,1,0,0,7,0,208,1,140,1,0,0
52,4,1,2,0,575,0,0,2,3,6,315,1,-1,0,3,0
31,10,1,1,0,24,1,0,0,19,9,631,1,-1,0,3,0
57,7,1,1,0,162,1,0,2,5,8,174,1,-1,0,3,0
34,4,1,2,0,703,1,0,0,14,0,342,1,-1,0,3,1
51,4,2,2,0,2139,0,0,0,17,9,176,2,-1,0,3,0
34,9,1,1,0,-136,1,1,0,12,1,131,2,-1,0,3,0
47,1,1,0,0,881,1,0,0,14,8,143,1,370,2,0,0
19,8,2,3,0,1169,0,0,0,6,3,463,18,-1,0,3,0
40,4,1,2,0,1548,1,0,0,13,0,101,3,-1,0,3,0
37,4,0,2,0,0,1,0,0,11,8,217,6,-1,0,3,0
43,4,2,2,0,1696,1,0,0,26,1,257,1,474,3,0,1
35,1,1,0,0,298,1,0,0,13,8,135,2,370,2,0,0
42,2,1,0,1,66,1,1,0,6,3,139,1,-1,0,3,0
46,7,1,1,0,1550,1,0,0,16,0,126,2,149,8,0,0
59,5,1,0,0,0,1,0,2,26,8,104,7,-1,0,3,0
32,4,2,2,0,347,1,0,0,18,8,213,1,264,6,0,0
52,1,1,0,0,779,1,0,2,16,8,30,3,-1,0,3,0
41,5,2,0,0,0,0,0,0,8,8,239,1,368,2,0,0
40,0,2,1,0,1670,1,0,2,18,6,161,2,-1,0,3,0
30,4,1,2,0,877,0,0,0,13,1,202,1,83,5,0,0
49,11,1,3,0,301,0,0,0,14,1,789,2,-1,0,3,0
55,1,1,0,0,1649,1,0,0,12,8,52,3,-1,0,3,0
35,4,2,2,0,714,1,0,0,26,1,135,22,-1,0,3,0
45,1,1,1,0,776,1,0,0,6,3,232,4,253,1,0,0
55,5,1,1,0,2749,1,1,2,29,8,58,2,-1,0,3,0
29,9,2,2,0,2485,0,0,1,24,5,48,6,-1,0,3,0
55,7,1,1,0,186,1,1,2,9,8,241,1,-1,0,3,0
45,6,1,1,0,3098,1,0,0,7,1,159,2,-1,0,3,0
33,7,1,1,0,4789,1,1,0,11,8,220,1,339,4,0,0
57,9,1,1,0,3071,1,1,0,7,8,63,3,-1,0,3,0
50,1,1,0,0,1164,1,0,2,8,8,166,2,-1,0,3,0
41,3,0,0,0,22,1,0,0,18,9,238,3,126,4,1,0
41,1,1,1,0,4900,1,0,1,31,5,121,2,-1,0,3,0
41,4,1,2,0,140,1,0,2,5,6,65,3,-1,0,3,0
32,1,1,1,0,14,1,0,2,2,6,171,1,-1,0,3,0
54,5,1,0,0,0,1,0,0,11,5,159,2,-1,0,3,0
38,9,1,1,0,1931,0,0,0,2,6,167,1,298,10,1,0
26,0,0,1,1,-3,1,0,2,13,8,181,5,-1,0,3,0
33,3,1,0,0,212,1,0,0,11,5,260,2,-1,0,3,0
26,4,2,2,0,350,0,0,0,8,5,367,1,-1,0,3,0
51,1,0,0,0,37,1,0,0,13,8,341,1,-1,0,3,0
36,4,0,2,0,649,0,0,0,16,5,237,2,91,1,0,0
52,1,1,0,0,2,0,0,2,9,6,70,3,-1,0,3,0
71,11,1,2,0,353,0,0,0,27,4,208,1,93,2,0,0
31,0,1,1,0,314,1,0,0,17,0,279,1,-1,0,3,0
38,7,1,1,0,1,0,1,0,21,9,152,2,-1,0,3,0
